,short_position,GKDiving,Composure,Finishing,Vision,Strength,Stamina,Jumping,ShotPower,Reactions,Agility,Dribbling,HeadingAccuracy
3769,goalkeeper,75.0,24.0,12.0,58.0,63.0,22.0,51.0,16.0,68.0,22.0,14.0,12.0
3770,midfield,14.0,74.0,67.0,67.0,76.0,68.0,58.0,75.0,71.0,67.0,75.0,44.0
3771,midfield,16.0,65.0,60.0,70.0,56.0,86.0,63.0,70.0,72.0,82.0,73.0,39.0
3772,back,8.0,63.0,23.0,32.0,75.0,60.0,84.0,52.0,68.0,55.0,36.0,65.0
3773,front,7.0,59.0,75.0,60.0,74.0,66.0,73.0,75.0,67.0,72.0,69.0,67.0
3774,midfield,15.0,74.0,41.0,64.0,85.0,87.0,44.0,59.0,76.0,50.0,65.0,72.0
3775,midfield,7.0,63.0,70.0,73.0,54.0,58.0,63.0,64.0,67.0,68.0,76.0,49.0
3776,back,8.0,54.0,30.0,62.0,72.0,76.0,67.0,52.0,67.0,56.0,62.0,68.0
3777,back,11.0,65.0,34.0,42.0,83.0,64.0,73.0,56.0,63.0,34.0,41.0,74.0
3778,midfield,13.0,72.0,62.0,72.0,85.0,75.0,44.0,72.0,69.0,64.0,75.0,63.0
3779,front,11.0,69.0,71.0,67.0,80.0,71.0,81.0,76.0,74.0,63.0,66.0,76.0
3780,midfield,10.0,67.0,72.0,65.0,60.0,74.0,58.0,59.0,64.0,89.0,78.0,36.0
3781,back,15.0,68.0,41.0,64.0,72.0,85.0,77.0,61.0,69.0,77.0,62.0,57.0
3782,goalkeeper,72.0,53.0,12.0,44.0,52.0,41.0,73.0,25.0,66.0,70.0,12.0,15.0
3783,midfield,14.0,65.0,58.0,67.0,69.0,88.0,77.0,64.0,70.0,80.0,68.0,53.0
3784,back,11.0,67.0,47.0,59.0,76.0,72.0,73.0,83.0,74.0,65.0,66.0,69.0
3785,back,10.0,63.0,40.0,40.0,58.0,86.0,71.0,55.0,67.0,68.0,61.0,59.0
3786,back,9.0,70.0,29.0,55.0,81.0,55.0,79.0,66.0,67.0,60.0,52.0,80.0
3787,midfield,14.0,70.0,70.0,67.0,64.0,66.0,78.0,68.0,67.0,86.0,73.0,51.0
3788,front,15.0,62.0,72.0,57.0,85.0,84.0,86.0,73.0,66.0,61.0,67.0,80.0
3789,back,6.0,65.0,22.0,36.0,83.0,62.0,91.0,31.0,64.0,65.0,46.0,66.0
3790,back,12.0,62.0,24.0,59.0,93.0,85.0,77.0,64.0,65.0,65.0,61.0,72.0
3791,back,10.0,75.0,62.0,68.0,70.0,78.0,65.0,74.0,70.0,63.0,69.0,61.0
3792,midfield,14.0,70.0,59.0,78.0,62.0,56.0,38.0,79.0,72.0,55.0,70.0,53.0
3793,midfield,12.0,70.0,50.0,72.0,67.0,64.0,59.0,80.0,66.0,72.0,75.0,60.0
3794,midfield,13.0,74.0,63.0,68.0,71.0,93.0,71.0,77.0,77.0,74.0,68.0,42.0
3795,front,14.0,65.0,68.0,67.0,64.0,67.0,74.0,77.0,71.0,79.0,74.0,64.0
3796,front,7.0,76.0,71.0,77.0,67.0,77.0,87.0,71.0,68.0,79.0,72.0,70.0
3797,midfield,13.0,75.0,66.0,74.0,64.0,58.0,60.0,70.0,74.0,68.0,71.0,46.0
3798,back,15.0,61.0,28.0,28.0,75.0,69.0,65.0,50.0,67.0,58.0,39.0,72.0
3799,front,13.0,68.0,75.0,64.0,75.0,85.0,74.0,74.0,74.0,61.0,64.0,74.0
3800,back,16.0,71.0,39.0,52.0,75.0,76.0,79.0,65.0,72.0,62.0,47.0,72.0
3801,midfield,14.0,70.0,68.0,70.0,48.0,70.0,67.0,76.0,53.0,85.0,78.0,41.0
3802,front,11.0,67.0,72.0,53.0,80.0,74.0,72.0,74.0,69.0,75.0,68.0,71.0
3803,back,7.0,65.0,41.0,49.0,72.0,70.0,48.0,44.0,72.0,55.0,63.0,67.0
3804,back,6.0,65.0,26.0,64.0,65.0,65.0,71.0,40.0,67.0,54.0,64.0,65.0
3805,front,12.0,69.0,72.0,63.0,74.0,69.0,81.0,65.0,73.0,66.0,67.0,75.0
3806,front,8.0,61.0,71.0,58.0,77.0,73.0,66.0,73.0,59.0,76.0,68.0,73.0
3807,midfield,10.0,69.0,53.0,70.0,68.0,78.0,68.0,71.0,70.0,68.0,67.0,61.0
3808,midfield,13.0,67.0,62.0,62.0,37.0,69.0,48.0,60.0,58.0,79.0,77.0,39.0
3809,midfield,10.0,73.0,61.0,67.0,86.0,77.0,83.0,70.0,63.0,67.0,64.0,62.0
3810,back,10.0,62.0,41.0,66.0,70.0,78.0,53.0,63.0,66.0,66.0,56.0,67.0
3811,midfield,16.0,76.0,64.0,64.0,51.0,74.0,41.0,75.0,73.0,82.0,75.0,43.0
3812,front,14.0,64.0,70.0,66.0,62.0,63.0,81.0,69.0,64.0,81.0,74.0,74.0
3813,goalkeeper,72.0,58.0,11.0,30.0,70.0,30.0,66.0,13.0,58.0,44.0,8.0,13.0
3814,front,9.0,69.0,74.0,57.0,66.0,54.0,69.0,73.0,74.0,72.0,65.0,67.0
3815,back,3.0,65.0,14.0,49.0,86.0,61.0,77.0,48.0,59.0,41.0,48.0,72.0
3816,back,7.0,60.0,45.0,58.0,68.0,75.0,68.0,60.0,73.0,57.0,69.0,54.0
3817,midfield,7.0,70.0,67.0,70.0,57.0,54.0,53.0,69.0,68.0,93.0,73.0,46.0
3818,midfield,10.0,70.0,62.0,73.0,60.0,80.0,79.0,68.0,71.0,89.0,69.0,22.0
3819,goalkeeper,74.0,61.0,18.0,44.0,64.0,41.0,74.0,22.0,74.0,60.0,14.0,16.0
3820,midfield,14.0,69.0,59.0,65.0,60.0,84.0,53.0,68.0,68.0,81.0,70.0,58.0
3821,midfield,13.0,65.0,68.0,72.0,86.0,72.0,63.0,82.0,66.0,57.0,73.0,60.0
3822,goalkeeper,71.0,51.0,14.0,50.0,52.0,30.0,54.0,16.0,71.0,40.0,14.0,11.0
3823,midfield,12.0,50.0,58.0,76.0,65.0,72.0,70.0,82.0,73.0,63.0,69.0,56.0
3824,midfield,15.0,73.0,66.0,72.0,58.0,71.0,70.0,68.0,71.0,77.0,71.0,58.0
3825,back,9.0,66.0,30.0,46.0,79.0,64.0,76.0,63.0,71.0,53.0,40.0,72.0
3826,midfield,10.0,77.0,57.0,58.0,67.0,63.0,81.0,71.0,69.0,64.0,68.0,70.0
3827,midfield,11.0,68.0,66.0,68.0,78.0,71.0,55.0,72.0,65.0,68.0,75.0,65.0
3828,back,6.0,71.0,59.0,68.0,73.0,88.0,74.0,67.0,69.0,77.0,74.0,44.0
3829,back,13.0,63.0,55.0,63.0,60.0,76.0,64.0,66.0,71.0,66.0,70.0,58.0
3830,midfield,11.0,66.0,49.0,60.0,80.0,88.0,63.0,77.0,68.0,62.0,71.0,69.0
3831,front,12.0,66.0,74.0,41.0,83.0,60.0,79.0,79.0,54.0,59.0,71.0,73.0
3832,midfield,10.0,64.0,60.0,63.0,77.0,69.0,74.0,67.0,68.0,65.0,69.0,74.0
3833,midfield,7.0,60.0,59.0,64.0,65.0,78.0,91.0,72.0,70.0,68.0,74.0,57.0
3834,front,13.0,72.0,70.0,60.0,90.0,65.0,76.0,77.0,68.0,60.0,71.0,70.0
3835,back,10.0,67.0,70.0,70.0,71.0,84.0,72.0,72.0,71.0,75.0,71.0,53.0
3836,back,14.0,59.0,33.0,59.0,79.0,83.0,77.0,59.0,68.0,58.0,61.0,68.0
3837,midfield,14.0,61.0,71.0,52.0,50.0,69.0,63.0,63.0,64.0,84.0,79.0,38.0
3838,back,10.0,68.0,28.0,35.0,73.0,84.0,64.0,48.0,66.0,59.0,40.0,72.0
3839,back,7.0,66.0,47.0,58.0,31.0,77.0,90.0,58.0,76.0,88.0,69.0,40.0
3840,goalkeeper,72.0,59.0,14.0,45.0,64.0,37.0,58.0,20.0,68.0,33.0,16.0,13.0
3841,goalkeeper,72.0,48.0,14.0,31.0,73.0,45.0,58.0,17.0,66.0,32.0,12.0,18.0
3842,midfield,6.0,64.0,66.0,72.0,65.0,79.0,74.0,68.0,69.0,83.0,72.0,45.0
3843,back,11.0,68.0,25.0,30.0,82.0,40.0,90.0,42.0,66.0,40.0,37.0,76.0
3844,back,11.0,62.0,34.0,54.0,77.0,72.0,45.0,57.0,69.0,42.0,49.0,76.0
3845,midfield,12.0,71.0,53.0,66.0,79.0,80.0,69.0,65.0,67.0,75.0,71.0,53.0
3846,front,6.0,63.0,76.0,51.0,75.0,61.0,63.0,73.0,61.0,76.0,71.0,65.0
3847,midfield,6.0,67.0,68.0,67.0,42.0,64.0,41.0,72.0,63.0,75.0,74.0,32.0
3848,midfield,6.0,76.0,41.0,64.0,72.0,74.0,85.0,62.0,69.0,68.0,64.0,61.0
3849,midfield,12.0,72.0,60.0,69.0,68.0,91.0,78.0,79.0,73.0,74.0,71.0,66.0
3850,goalkeeper,72.0,57.0,16.0,64.0,69.0,20.0,68.0,21.0,73.0,67.0,14.0,18.0
3851,midfield,12.0,61.0,58.0,64.0,74.0,75.0,79.0,70.0,74.0,67.0,62.0,62.0
3852,midfield,7.0,72.0,74.0,67.0,60.0,78.0,82.0,77.0,70.0,73.0,73.0,72.0
3853,front,11.0,74.0,70.0,62.0,74.0,63.0,74.0,76.0,72.0,63.0,66.0,75.0
3854,midfield,10.0,73.0,65.0,71.0,53.0,93.0,75.0,59.0,64.0,69.0,72.0,52.0
3855,back,13.0,57.0,43.0,67.0,72.0,75.0,91.0,46.0,74.0,69.0,65.0,61.0
3856,back,10.0,62.0,54.0,55.0,66.0,75.0,80.0,68.0,68.0,83.0,74.0,56.0
3857,midfield,7.0,70.0,66.0,69.0,57.0,79.0,55.0,78.0,69.0,90.0,78.0,43.0
3858,midfield,7.0,66.0,59.0,65.0,34.0,72.0,84.0,68.0,61.0,91.0,77.0,61.0
3859,back,11.0,53.0,30.0,27.0,83.0,62.0,72.0,59.0,70.0,46.0,26.0,74.0
3860,midfield,8.0,70.0,68.0,74.0,49.0,74.0,58.0,70.0,66.0,77.0,72.0,39.0
3861,front,7.0,73.0,70.0,77.0,77.0,70.0,67.0,74.0,73.0,69.0,71.0,68.0
3862,midfield,16.0,73.0,71.0,65.0,68.0,78.0,73.0,68.0,69.0,77.0,75.0,49.0
3863,midfield,6.0,65.0,61.0,70.0,67.0,63.0,71.0,74.0,72.0,69.0,73.0,55.0
3864,midfield,15.0,71.0,53.0,68.0,69.0,75.0,70.0,59.0,72.0,77.0,72.0,64.0
3865,back,12.0,60.0,22.0,32.0,74.0,76.0,73.0,42.0,74.0,51.0,51.0,72.0
3866,midfield,9.0,70.0,35.0,61.0,33.0,86.0,78.0,59.0,70.0,89.0,63.0,55.0
3867,midfield,6.0,61.0,21.0,64.0,83.0,75.0,75.0,58.0,65.0,61.0,53.0,54.0
3868,midfield,12.0,70.0,56.0,60.0,76.0,82.0,66.0,86.0,71.0,73.0,77.0,62.0
3869,midfield,13.0,78.0,66.0,71.0,65.0,72.0,70.0,77.0,76.0,75.0,77.0,60.0
3870,front,14.0,77.0,72.0,69.0,61.0,69.0,75.0,67.0,74.0,71.0,66.0,70.0
3871,back,9.0,64.0,35.0,59.0,65.0,69.0,71.0,65.0,72.0,72.0,67.0,63.0
3872,goalkeeper,74.0,60.0,15.0,45.0,73.0,27.0,73.0,23.0,70.0,42.0,20.0,20.0
3873,goalkeeper,69.0,61.0,13.0,47.0,69.0,39.0,66.0,10.0,70.0,48.0,14.0,12.0
3874,midfield,12.0,70.0,55.0,70.0,69.0,65.0,70.0,79.0,70.0,64.0,69.0,63.0
3875,back,7.0,62.0,56.0,46.0,82.0,72.0,88.0,70.0,64.0,61.0,55.0,75.0
3876,midfield,11.0,64.0,66.0,73.0,74.0,73.0,68.0,79.0,68.0,61.0,70.0,43.0
3877,back,11.0,64.0,43.0,58.0,63.0,69.0,78.0,59.0,69.0,71.0,65.0,62.0
3878,midfield,10.0,74.0,48.0,79.0,64.0,69.0,51.0,61.0,68.0,66.0,73.0,30.0
3879,front,11.0,60.0,69.0,63.0,62.0,81.0,59.0,74.0,71.0,73.0,68.0,68.0
3880,midfield,16.0,67.0,58.0,74.0,53.0,76.0,76.0,62.0,73.0,82.0,75.0,47.0
3881,back,7.0,63.0,15.0,41.0,90.0,68.0,54.0,46.0,60.0,51.0,24.0,71.0
3882,back,7.0,62.0,53.0,49.0,67.0,73.0,65.0,46.0,67.0,72.0,71.0,67.0
3883,midfield,13.0,70.0,70.0,65.0,70.0,91.0,76.0,71.0,70.0,71.0,74.0,70.0
3884,back,9.0,66.0,42.0,70.0,70.0,77.0,75.0,78.0,70.0,60.0,76.0,76.0
3885,goalkeeper,66.0,63.0,11.0,48.0,72.0,22.0,67.0,15.0,66.0,19.0,12.0,9.0
3886,midfield,6.0,73.0,65.0,72.0,34.0,75.0,87.0,73.0,70.0,79.0,70.0,42.0
3887,midfield,5.0,68.0,56.0,72.0,38.0,74.0,34.0,72.0,72.0,85.0,76.0,36.0
3888,back,16.0,62.0,60.0,65.0,80.0,88.0,54.0,61.0,72.0,70.0,68.0,64.0
3889,midfield,6.0,72.0,64.0,67.0,75.0,70.0,52.0,67.0,68.0,77.0,76.0,55.0
3890,back,8.0,65.0,51.0,26.0,87.0,74.0,75.0,46.0,68.0,62.0,45.0,80.0
3891,back,7.0,50.0,58.0,47.0,84.0,78.0,76.0,63.0,70.0,71.0,62.0,71.0
3892,back,9.0,60.0,46.0,69.0,53.0,76.0,75.0,58.0,65.0,81.0,73.0,45.0
3893,midfield,12.0,70.0,64.0,76.0,72.0,69.0,53.0,76.0,70.0,75.0,68.0,52.0
3894,back,7.0,67.0,47.0,62.0,67.0,84.0,71.0,77.0,65.0,72.0,67.0,56.0
3895,front,7.0,58.0,74.0,68.0,72.0,79.0,80.0,66.0,64.0,74.0,69.0,48.0
3896,midfield,15.0,65.0,60.0,74.0,59.0,77.0,56.0,66.0,69.0,56.0,68.0,55.0
3897,midfield,13.0,65.0,62.0,67.0,64.0,80.0,70.0,62.0,65.0,87.0,73.0,59.0
3898,back,9.0,54.0,24.0,49.0,61.0,83.0,72.0,42.0,64.0,73.0,57.0,68.0
3899,midfield,6.0,66.0,55.0,65.0,69.0,80.0,54.0,73.0,76.0,83.0,72.0,44.0
3900,front,6.0,77.0,74.0,65.0,80.0,77.0,58.0,74.0,72.0,33.0,71.0,82.0
3901,midfield,10.0,76.0,68.0,68.0,57.0,65.0,65.0,74.0,69.0,83.0,74.0,36.0
3902,midfield,10.0,70.0,53.0,56.0,63.0,80.0,90.0,66.0,67.0,86.0,74.0,43.0
3903,midfield,10.0,68.0,51.0,56.0,72.0,57.0,75.0,57.0,70.0,61.0,62.0,66.0
3904,midfield,12.0,65.0,67.0,69.0,72.0,82.0,82.0,77.0,69.0,74.0,75.0,67.0
3905,midfield,12.0,66.0,68.0,77.0,52.0,66.0,60.0,71.0,72.0,76.0,71.0,68.0
3906,midfield,16.0,75.0,53.0,70.0,86.0,70.0,48.0,82.0,68.0,57.0,67.0,74.0
3907,midfield,13.0,73.0,68.0,69.0,64.0,74.0,63.0,77.0,73.0,87.0,78.0,59.0
3908,back,11.0,66.0,58.0,69.0,75.0,78.0,60.0,61.0,65.0,67.0,67.0,72.0
3909,midfield,12.0,62.0,60.0,72.0,68.0,51.0,54.0,69.0,74.0,54.0,69.0,70.0
3910,front,12.0,60.0,76.0,37.0,56.0,65.0,54.0,74.0,71.0,82.0,73.0,65.0
3911,goalkeeper,72.0,47.0,14.0,42.0,62.0,31.0,65.0,21.0,69.0,52.0,11.0,10.0
3912,front,7.0,67.0,71.0,48.0,87.0,69.0,34.0,79.0,71.0,51.0,67.0,70.0
3913,back,12.0,65.0,35.0,17.0,85.0,59.0,80.0,40.0,57.0,55.0,25.0,72.0
3914,midfield,8.0,69.0,33.0,55.0,68.0,77.0,81.0,58.0,74.0,64.0,57.0,65.0
3915,back,12.0,71.0,50.0,65.0,81.0,71.0,58.0,74.0,67.0,63.0,65.0,73.0
3916,front,11.0,69.0,73.0,50.0,69.0,82.0,81.0,80.0,70.0,76.0,67.0,69.0
3917,goalkeeper,74.0,52.0,10.0,59.0,65.0,31.0,68.0,23.0,68.0,56.0,13.0,12.0
3918,back,9.0,71.0,41.0,38.0,77.0,65.0,71.0,65.0,73.0,56.0,59.0,77.0
3919,back,8.0,70.0,52.0,59.0,76.0,60.0,69.0,78.0,67.0,53.0,51.0,68.0
3920,back,10.0,73.0,59.0,68.0,70.0,84.0,72.0,67.0,74.0,75.0,67.0,58.0
3921,midfield,8.0,66.0,65.0,69.0,69.0,78.0,77.0,90.0,73.0,75.0,70.0,65.0
3922,midfield,8.0,64.0,63.0,69.0,55.0,72.0,62.0,66.0,64.0,77.0,73.0,51.0
3923,midfield,11.0,65.0,69.0,72.0,41.0,68.0,59.0,66.0,68.0,84.0,75.0,44.0
3924,back,11.0,66.0,20.0,41.0,71.0,60.0,88.0,32.0,74.0,67.0,61.0,62.0
3925,back,14.0,64.0,17.0,22.0,76.0,68.0,68.0,75.0,64.0,60.0,53.0,66.0
3926,midfield,10.0,70.0,64.0,66.0,78.0,77.0,64.0,83.0,70.0,76.0,71.0,57.0
3927,back,16.0,73.0,44.0,45.0,87.0,53.0,56.0,68.0,72.0,40.0,62.0,75.0
3928,midfield,9.0,71.0,27.0,65.0,77.0,75.0,53.0,56.0,70.0,55.0,56.0,72.0
3929,midfield,9.0,71.0,25.0,61.0,86.0,76.0,48.0,50.0,72.0,70.0,63.0,73.0
3930,goalkeeper,72.0,61.0,18.0,63.0,70.0,38.0,72.0,17.0,72.0,50.0,19.0,18.0
3931,back,15.0,66.0,42.0,43.0,61.0,85.0,70.0,57.0,66.0,64.0,68.0,61.0
3932,midfield,8.0,74.0,72.0,64.0,59.0,65.0,54.0,75.0,65.0,85.0,73.0,41.0
3933,back,8.0,73.0,36.0,34.0,90.0,64.0,60.0,62.0,67.0,46.0,45.0,65.0
3934,midfield,22.0,66.0,56.0,63.0,79.0,79.0,74.0,85.0,68.0,70.0,59.0,62.0
3935,back,9.0,71.0,30.0,45.0,78.0,52.0,82.0,40.0,61.0,48.0,40.0,71.0
3936,front,15.0,60.0,73.0,58.0,84.0,70.0,65.0,75.0,63.0,59.0,71.0,67.0
3937,goalkeeper,73.0,49.0,12.0,58.0,59.0,26.0,68.0,22.0,70.0,47.0,14.0,15.0
3938,front,15.0,64.0,69.0,57.0,63.0,65.0,71.0,77.0,73.0,85.0,75.0,62.0
3939,goalkeeper,71.0,26.0,8.0,25.0,68.0,45.0,59.0,15.0,73.0,34.0,8.0,11.0
3940,back,8.0,72.0,37.0,63.0,88.0,68.0,62.0,44.0,70.0,50.0,35.0,72.0
3941,midfield,15.0,67.0,49.0,69.0,67.0,90.0,83.0,61.0,68.0,87.0,73.0,48.0
3942,midfield,7.0,75.0,59.0,74.0,74.0,83.0,77.0,63.0,75.0,77.0,71.0,58.0
3943,back,12.0,63.0,21.0,34.0,89.0,62.0,76.0,42.0,68.0,39.0,38.0,70.0
3944,midfield,6.0,71.0,62.0,75.0,69.0,80.0,67.0,70.0,65.0,80.0,72.0,58.0
3945,midfield,13.0,61.0,64.0,72.0,56.0,72.0,52.0,62.0,75.0,74.0,68.0,56.0
3946,midfield,11.0,68.0,57.0,74.0,42.0,75.0,45.0,59.0,72.0,78.0,64.0,46.0
3947,goalkeeper,73.0,52.0,11.0,37.0,71.0,32.0,52.0,11.0,67.0,54.0,15.0,13.0
3948,back,12.0,70.0,53.0,60.0,70.0,69.0,72.0,59.0,69.0,68.0,44.0,70.0
3949,midfield,8.0,73.0,47.0,66.0,69.0,82.0,75.0,68.0,71.0,76.0,66.0,59.0
3950,back,10.0,70.0,59.0,68.0,67.0,70.0,77.0,66.0,74.0,73.0,72.0,66.0
3951,front,11.0,74.0,68.0,60.0,74.0,69.0,78.0,74.0,71.0,74.0,71.0,72.0
3952,midfield,7.0,72.0,71.0,70.0,65.0,74.0,69.0,69.0,73.0,77.0,75.0,61.0
3953,back,8.0,68.0,30.0,45.0,74.0,65.0,80.0,47.0,66.0,57.0,52.0,72.0
3954,back,7.0,62.0,51.0,55.0,74.0,78.0,71.0,73.0,70.0,63.0,63.0,64.0
3955,midfield,11.0,64.0,72.0,69.0,84.0,70.0,65.0,74.0,69.0,71.0,71.0,73.0
3956,midfield,10.0,68.0,43.0,70.0,70.0,83.0,69.0,54.0,68.0,65.0,56.0,66.0
3957,midfield,13.0,63.0,59.0,67.0,77.0,74.0,84.0,75.0,68.0,69.0,69.0,63.0
3958,midfield,10.0,68.0,65.0,74.0,63.0,71.0,42.0,74.0,70.0,72.0,68.0,62.0
3959,midfield,12.0,75.0,68.0,70.0,81.0,79.0,82.0,80.0,74.0,54.0,62.0,80.0
3960,front,14.0,74.0,72.0,76.0,80.0,64.0,75.0,74.0,74.0,60.0,64.0,77.0
3961,back,14.0,69.0,48.0,59.0,64.0,76.0,69.0,75.0,71.0,81.0,66.0,50.0
3962,back,10.0,59.0,49.0,58.0,79.0,74.0,77.0,73.0,67.0,71.0,55.0,53.0
3963,back,9.0,66.0,36.0,59.0,77.0,77.0,73.0,56.0,68.0,62.0,68.0,69.0
3964,front,9.0,70.0,74.0,62.0,69.0,64.0,89.0,75.0,70.0,70.0,71.0,69.0
3965,midfield,10.0,74.0,66.0,67.0,86.0,85.0,81.0,76.0,71.0,68.0,70.0,66.0
3966,midfield,9.0,64.0,63.0,70.0,66.0,89.0,54.0,80.0,68.0,81.0,68.0,50.0
3967,goalkeeper,70.0,50.0,15.0,41.0,58.0,45.0,65.0,33.0,60.0,60.0,14.0,14.0
3968,back,14.0,65.0,29.0,39.0,77.0,61.0,57.0,58.0,71.0,32.0,34.0,75.0
3969,midfield,6.0,69.0,63.0,73.0,51.0,71.0,65.0,73.0,67.0,75.0,73.0,45.0
3970,midfield,7.0,67.0,71.0,53.0,68.0,64.0,55.0,74.0,67.0,64.0,72.0,66.0
3971,midfield,7.0,70.0,48.0,66.0,75.0,84.0,81.0,70.0,68.0,59.0,58.0,67.0
3972,back,12.0,69.0,57.0,58.0,64.0,76.0,66.0,67.0,65.0,79.0,68.0,42.0
3973,front,8.0,63.0,73.0,65.0,64.0,80.0,83.0,68.0,74.0,69.0,72.0,72.0
3974,midfield,14.0,69.0,52.0,69.0,62.0,73.0,61.0,60.0,68.0,69.0,63.0,59.0
3975,goalkeeper,71.0,53.0,16.0,33.0,67.0,42.0,54.0,23.0,70.0,37.0,15.0,14.0
3976,goalkeeper,73.0,44.0,14.0,29.0,61.0,31.0,71.0,37.0,67.0,63.0,12.0,14.0
3977,midfield,15.0,75.0,52.0,70.0,63.0,78.0,59.0,65.0,70.0,90.0,70.0,44.0
3978,midfield,12.0,63.0,62.0,69.0,69.0,74.0,56.0,73.0,60.0,66.0,73.0,45.0
3979,back,15.0,62.0,33.0,67.0,62.0,76.0,73.0,56.0,67.0,80.0,67.0,53.0
3980,midfield,11.0,71.0,67.0,72.0,75.0,67.0,62.0,70.0,68.0,69.0,67.0,47.0
3981,goalkeeper,70.0,54.0,15.0,50.0,64.0,31.0,64.0,24.0,65.0,40.0,20.0,14.0
3982,front,6.0,57.0,68.0,58.0,79.0,65.0,70.0,75.0,64.0,68.0,67.0,68.0
3983,goalkeeper,71.0,48.0,11.0,39.0,79.0,32.0,69.0,21.0,71.0,39.0,12.0,12.0
3984,goalkeeper,70.0,52.0,12.0,39.0,41.0,25.0,46.0,18.0,70.0,14.0,12.0,14.0
3985,back,7.0,67.0,12.0,27.0,74.0,63.0,92.0,24.0,65.0,73.0,53.0,70.0
3986,midfield,16.0,59.0,73.0,66.0,42.0,62.0,46.0,65.0,68.0,78.0,75.0,52.0
3987,midfield,8.0,58.0,60.0,60.0,66.0,67.0,55.0,75.0,64.0,73.0,73.0,47.0
3988,midfield,13.0,59.0,39.0,68.0,71.0,69.0,62.0,61.0,64.0,62.0,66.0,56.0
3989,back,12.0,63.0,22.0,48.0,83.0,61.0,77.0,60.0,65.0,48.0,54.0,71.0
3990,midfield,7.0,62.0,44.0,66.0,74.0,73.0,59.0,58.0,60.0,70.0,64.0,39.0
3991,back,12.0,64.0,44.0,42.0,77.0,56.0,77.0,44.0,67.0,62.0,51.0,73.0
3992,midfield,14.0,68.0,63.0,73.0,69.0,70.0,59.0,66.0,63.0,78.0,69.0,53.0
3993,back,13.0,66.0,41.0,73.0,64.0,84.0,54.0,50.0,65.0,71.0,61.0,66.0
3994,midfield,9.0,67.0,62.0,66.0,54.0,65.0,51.0,58.0,61.0,91.0,77.0,36.0
3995,back,11.0,64.0,46.0,47.0,72.0,85.0,72.0,72.0,68.0,78.0,66.0,53.0
3996,back,13.0,61.0,22.0,25.0,77.0,58.0,66.0,32.0,69.0,46.0,21.0,74.0
3997,back,11.0,57.0,52.0,52.0,76.0,82.0,70.0,64.0,65.0,69.0,71.0,67.0
3998,midfield,14.0,65.0,58.0,70.0,62.0,65.0,63.0,67.0,68.0,67.0,76.0,63.0
3999,front,8.0,66.0,66.0,66.0,69.0,67.0,78.0,79.0,69.0,75.0,68.0,73.0
4000,back,6.0,77.0,37.0,57.0,72.0,67.0,49.0,62.0,65.0,57.0,47.0,70.0
4001,midfield,16.0,56.0,60.0,66.0,63.0,74.0,61.0,73.0,66.0,75.0,70.0,63.0
4002,back,13.0,67.0,25.0,32.0,83.0,76.0,73.0,46.0,69.0,47.0,48.0,72.0
4003,midfield,11.0,72.0,52.0,68.0,63.0,77.0,78.0,61.0,67.0,84.0,69.0,52.0
4004,back,8.0,58.0,40.0,47.0,81.0,67.0,55.0,67.0,67.0,33.0,52.0,71.0
4005,midfield,13.0,71.0,62.0,72.0,63.0,73.0,50.0,66.0,63.0,81.0,70.0,50.0
4006,midfield,6.0,73.0,50.0,60.0,63.0,76.0,63.0,56.0,61.0,86.0,72.0,48.0
4007,midfield,10.0,64.0,66.0,68.0,65.0,79.0,80.0,72.0,72.0,78.0,66.0,45.0
4008,front,6.0,68.0,70.0,69.0,71.0,72.0,60.0,66.0,71.0,73.0,69.0,69.0
4009,midfield,9.0,71.0,64.0,67.0,70.0,73.0,79.0,69.0,78.0,65.0,72.0,59.0
4010,midfield,16.0,72.0,63.0,74.0,74.0,80.0,72.0,66.0,71.0,77.0,72.0,45.0
4011,front,8.0,77.0,73.0,56.0,89.0,72.0,87.0,76.0,66.0,55.0,57.0,76.0
4012,midfield,9.0,64.0,64.0,75.0,60.0,74.0,56.0,68.0,54.0,77.0,74.0,54.0
4013,midfield,9.0,70.0,52.0,63.0,71.0,72.0,62.0,77.0,68.0,59.0,62.0,59.0
4014,midfield,9.0,79.0,64.0,73.0,60.0,64.0,54.0,75.0,65.0,62.0,69.0,61.0
4015,back,9.0,62.0,33.0,36.0,77.0,55.0,68.0,43.0,61.0,57.0,45.0,69.0
4016,midfield,5.0,67.0,48.0,76.0,66.0,83.0,55.0,70.0,70.0,80.0,65.0,51.0
4017,midfield,14.0,47.0,65.0,65.0,50.0,71.0,61.0,51.0,68.0,58.0,74.0,49.0
4018,midfield,11.0,55.0,68.0,64.0,75.0,67.0,33.0,70.0,66.0,76.0,79.0,60.0
4019,midfield,14.0,74.0,37.0,68.0,65.0,78.0,69.0,57.0,70.0,71.0,59.0,46.0
4020,midfield,11.0,65.0,62.0,73.0,63.0,89.0,86.0,59.0,72.0,85.0,66.0,60.0
4021,back,10.0,61.0,20.0,36.0,86.0,74.0,80.0,40.0,71.0,70.0,41.0,68.0
4022,midfield,6.0,67.0,64.0,69.0,67.0,71.0,72.0,67.0,65.0,78.0,76.0,55.0
4023,back,13.0,62.0,48.0,60.0,86.0,75.0,82.0,81.0,61.0,58.0,52.0,80.0
4024,front,7.0,72.0,73.0,68.0,67.0,76.0,62.0,62.0,72.0,75.0,69.0,66.0
